Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
41.75,36.25,0.239,0.114,0.035,0.022,0.545,0.249,0.079,0.052,0.129,0.064,0.023,0.016
41.75,36.35,0.273,0.13,0.04,0.026,0.624,0.288,0.09,0.059,0.14,0.069,0.025,0.018
41.75,36.45,0.285,0.138,0.044,0.028,0.653,0.306,0.099,0.065,0.147,0.073,0.027,0.019
41.75,36.55,0.289,0.142,0.046,0.03,0.665,0.314,0.105,0.069,0.151,0.075,0.029,0.02
41.75,36.65,0.29,0.144,0.047,0.031,0.667,0.318,0.107,0.072,0.154,0.078,0.03,0.021
41.75,36.75,0.289,0.144,0.048,0.032,0.664,0.319,0.109,0.074,0.156,0.08,0.031,0.022
41.75,36.85,0.287,0.144,0.049,0.032,0.66,0.319,0.111,0.075,0.158,0.082,0.032,0.023
41.75,36.95,0.286,0.144,0.05,0.033,0.657,0.32,0.112,0.077,0.161,0.084,0.033,0.024
41.75,37.05,0.285,0.145,0.051,0.034,0.656,0.322,0.114,0.078,0.164,0.086,0.035,0.025
41.75,37.15,0.284,0.146,0.052,0.035,0.655,0.324,0.116,0.08,0.169,0.09,0.037,0.027
41.75,37.25,0.277,0.145,0.053,0.036,0.641,0.323,0.118,0.081,0.175,0.095,0.039,0.028
41.75,37.35,0.269,0.144,0.054,0.037,0.625,0.322,0.119,0.083,0.181,0.1,0.042,0.03
41.75,37.45,0.275,0.147,0.055,0.038,0.637,0.329,0.123,0.086,0.189,0.106,0.045,0.032
41.75,37.55,0.284,0.152,0.058,0.04,0.658,0.342,0.13,0.091,0.197,0.111,0.047,0.035
41.75,37.65,0.299,0.161,0.062,0.043,0.696,0.364,0.141,0.1,0.207,0.117,0.051,0.038
41.75,37.75,0.339,0.179,0.069,0.048,0.796,0.408,0.156,0.11,0.221,0.124,0.055,0.04
41.75,37.85,0.395,0.205,0.077,0.054,0.928,0.465,0.174,0.123,0.24,0.133,0.058,0.042
41.75,37.95,0.438,0.229,0.085,0.059,1.048,0.527,0.194,0.137,0.264,0.145,0.061,0.045
41.75,38.05,0.522,0.266,0.093,0.065,1.267,0.615,0.213,0.15,0.314,0.162,0.066,0.047
41.75,38.15,0.731,0.326,0.102,0.07,1.776,0.762,0.231,0.16,0.431,0.19,0.07,0.05
41.75,38.25,0.745,0.343,0.108,0.075,1.831,0.807,0.245,0.17,0.428,0.2,0.075,0.053
41.75,38.35,0.619,0.319,0.113,0.079,1.546,0.759,0.26,0.181,0.375,0.196,0.078,0.055
41.75,38.45,0.617,0.324,0.117,0.082,1.53,0.772,0.273,0.191,0.387,0.205,0.082,0.058
41.75,38.55,0.677,0.34,0.122,0.086,1.652,0.807,0.287,0.203,0.419,0.218,0.086,0.06
41.75,38.65,0.576,0.318,0.128,0.09,1.435,0.767,0.299,0.212,0.386,0.216,0.09,0.062
41.75,38.75,0.723,0.369,0.141,0.099,1.789,0.886,0.327,0.228,0.475,0.246,0.097,0.066
41.75,38.85,0.818,0.429,0.164,0.112,2.055,1.042,0.391,0.263,0.53,0.281,0.108,0.072
41.75,38.95,0.915,0.522,0.208,0.134,2.324,1.275,0.487,0.312,0.617,0.33,0.123,0.078
41.75,39.05,1.14,0.666,0.255,0.149,2.851,1.63,0.604,0.346,0.773,0.411,0.144,0.083
41.75,39.15,1.251,0.732,0.289,0.154,3.123,1.779,0.673,0.357,0.853,0.452,0.157,0.085
41.75,39.25,1.197,0.701,0.263,0.152,2.991,1.704,0.619,0.354,0.83,0.436,0.148,0.084
41.75,39.35,0.848,0.483,0.207,0.138,2.144,1.187,0.482,0.322,0.642,0.333,0.125,0.08
41.75,39.45,0.761,0.412,0.172,0.121,1.895,1.001,0.41,0.289,0.579,0.293,0.112,0.076
41.75,39.55,0.759,0.398,0.159,0.113,1.878,0.957,0.376,0.266,0.561,0.277,0.107,0.073
41.75,39.65,0.717,0.396,0.156,0.11,1.799,0.951,0.366,0.255,0.51,0.264,0.104,0.07
41.75,39.75,0.841,0.457,0.162,0.109,2.136,1.109,0.378,0.253,0.545,0.283,0.103,0.068
41.75,39.85,1.029,0.534,0.162,0.107,2.541,1.26,0.376,0.245,0.651,0.314,0.102,0.067
41.75,39.95,0.708,0.397,0.147,0.1,1.772,0.943,0.337,0.229,0.465,0.247,0.094,0.064
41.75,40.05,0.588,0.33,0.135,0.095,1.447,0.791,0.31,0.218,0.389,0.213,0.087,0.062
41.75,40.15,0.565,0.311,0.125,0.089,1.371,0.735,0.291,0.207,0.362,0.199,0.083,0.059
41.75,40.25,0.559,0.299,0.117,0.083,1.343,0.699,0.27,0.192,0.344,0.186,0.078,0.056
41.75,40.35,0.493,0.265,0.107,0.077,1.19,0.62,0.242,0.173,0.31,0.169,0.074,0.054
41.75,40.45,0.462,0.243,0.097,0.071,1.108,0.569,0.222,0.16,0.286,0.157,0.068,0.051
41.75,40.55,0.436,0.226,0.089,0.065,1.038,0.525,0.206,0.149,0.267,0.147,0.064,0.048
41.75,40.65,0.423,0.216,0.084,0.061,1.002,0.499,0.192,0.14,0.255,0.14,0.061,0.045
41.75,40.75,0.417,0.21,0.08,0.058,0.986,0.483,0.182,0.132,0.248,0.134,0.058,0.043
41.75,40.85,0.411,0.205,0.077,0.056,0.969,0.469,0.174,0.125,0.241,0.129,0.056,0.042
41.75,40.95,0.403,0.199,0.074,0.054,0.946,0.455,0.167,0.12,0.235,0.124,0.054,0.04
41.75,41.05,0.393,0.192,0.071,0.051,0.922,0.441,0.161,0.115,0.229,0.119,0.05,0.038
41.75,41.15,0.382,0.186,0.068,0.049,0.896,0.428,0.155,0.111,0.224,0.116,0.048,0.036
41.75,41.25,0.371,0.181,0.065,0.046,0.873,0.416,0.15,0.107,0.222,0.114,0.046,0.035
41.75,41.35,0.359,0.176,0.063,0.044,0.849,0.405,0.145,0.103,0.221,0.113,0.045,0.033
41.75,41.45,0.37,0.176,0.061,0.043,0.876,0.405,0.14,0.099,0.231,0.115,0.045,0.033
41.75,41.55,0.394,0.18,0.061,0.042,0.934,0.416,0.138,0.096,0.248,0.118,0.045,0.032
41.75,41.65,0.388,0.185,0.061,0.042,0.925,0.428,0.14,0.096,0.25,0.121,0.045,0.032
41.75,41.75,0.403,0.196,0.063,0.042,0.97,0.453,0.146,0.097,0.263,0.127,0.045,0.032
41.75,41.85,0.453,0.215,0.066,0.043,1.107,0.503,0.151,0.099,0.294,0.137,0.046,0.032
41.75,41.95,0.494,0.239,0.069,0.044,1.221,0.566,0.157,0.101,0.325,0.15,0.047,0.032
41.75,42.05,0.599,0.276,0.071,0.044,1.493,0.648,0.161,0.101,0.391,0.166,0.047,0.031
41.75,42.15,0.61,0.276,0.07,0.044,1.532,0.649,0.158,0.1,0.382,0.164,0.046,0.031
41.75,42.25,0.465,0.226,0.066,0.042,1.166,0.535,0.15,0.096,0.305,0.143,0.045,0.03
41.75,42.35,0.355,0.183,0.062,0.041,0.87,0.428,0.141,0.092,0.247,0.123,0.043,0.029
41.85,36.25,0.229,0.111,0.035,0.023,0.519,0.242,0.079,0.053,0.129,0.064,0.024,0.017
41.85,36.35,0.273,0.131,0.041,0.027,0.622,0.289,0.092,0.06,0.142,0.07,0.026,0.018
41.85,36.45,0.29,0.142,0.045,0.029,0.665,0.313,0.103,0.068,0.15,0.075,0.028,0.02
41.85,36.55,0.297,0.147,0.048,0.031,0.683,0.325,0.109,0.073,0.155,0.078,0.03,0.021
41.85,36.65,0.3,0.15,0.05,0.033,0.691,0.332,0.113,0.076,0.159,0.08,0.031,0.022
41.85,36.75,0.301,0.151,0.052,0.034,0.694,0.336,0.116,0.078,0.162,0.083,0.032,0.023
41.85,36.85,0.302,0.153,0.053,0.035,0.695,0.339,0.119,0.081,0.165,0.085,0.033,0.024
41.85,36.95,0.303,0.154,0.054,0.036,0.7,0.344,0.122,0.083,0.169,0.088,0.035,0.025
41.85,37.05,0.307,0.157,0.056,0.038,0.71,0.351,0.126,0.086,0.174,0.091,0.037,0.027
41.85,37.15,0.31,0.16,0.057,0.039,0.72,0.36,0.129,0.088,0.181,0.095,0.039,0.028
41.85,37.25,0.312,0.163,0.059,0.04,0.729,0.368,0.133,0.091,0.189,0.101,0.041,0.029
41.85,37.35,0.313,0.165,0.06,0.04,0.736,0.374,0.135,0.093,0.2,0.107,0.043,0.031
41.85,37.45,0.323,0.17,0.061,0.042,0.764,0.386,0.14,0.096,0.21,0.113,0.046,0.034
41.85,37.55,0.329,0.175,0.064,0.044,0.779,0.398,0.147,0.102,0.215,0.118,0.049,0.036
41.85,37.65,0.34,0.182,0.069,0.047,0.804,0.415,0.156,0.109,0.222,0.123,0.053,0.038
41.85,37.75,0.384,0.202,0.076,0.053,0.902,0.458,0.171,0.12,0.234,0.13,0.056,0.041
41.85,37.85,0.421,0.22,0.083,0.058,0.997,0.505,0.189,0.133,0.249,0.138,0.059,0.043
41.85,37.95,0.451,0.238,0.089,0.062,1.088,0.553,0.206,0.146,0.27,0.148,0.062,0.045
41.85,38.05,0.533,0.269,0.096,0.066,1.291,0.622,0.219,0.154,0.318,0.162,0.066,0.048
41.85,38.15,0.654,0.304,0.102,0.07,1.599,0.708,0.23,0.161,0.381,0.18,0.07,0.05
41.85,38.25,0.639,0.308,0.106,0.074,1.579,0.723,0.24,0.168,0.376,0.186,0.074,0.053
41.85,38.35,0.55,0.291,0.109,0.077,1.356,0.686,0.25,0.176,0.344,0.185,0.077,0.055
41.85,38.45,0.581,0.303,0.114,0.08,1.424,0.717,0.263,0.187,0.366,0.196,0.08,0.057
41.85,38.55,0.596,0.313,0.119,0.085,1.468,0.746,0.28,0.199,0.381,0.206,0.084,0.059
41.85,38.65,0.601,0.326,0.128,0.09,1.505,0.785,0.3,0.212,0.398,0.218,0.089,0.062
41.85,38.75,0.836,0.405,0.145,0.1,2.066,0.966,0.335,0.231,0.527,0.26,0.098,0.066
41.85,38.85,0.88,0.465,0.173,0.116,2.218,1.13,0.412,0.276,0.557,0.292,0.109,0.072
41.85,38.95,1.082,0.601,0.223,0.139,2.657,1.452,0.529,0.322,0.703,0.358,0.126,0.078
41.85,39.05,1.132,0.663,0.255,0.149,2.826,1.623,0.603,0.346,0.77,0.409,0.142,0.082
41.85,39.15,1.25,0.733,0.289,0.153,3.117,1.779,0.67,0.353,0.844,0.448,0.156,0.084
41.85,39.25,1.181,0.693,0.257,0.149,2.952,1.681,0.605,0.346,0.806,0.424,0.144,0.083
41.85,39.35,0.795,0.455,0.196,0.132,1.995,1.118,0.456,0.309,0.592,0.312,0.119,0.078
41.85,39.45,0.703,0.385,0.162,0.115,1.745,0.929,0.386,0.274,0.526,0.273,0.108,0.074
41.85,39.55,0.762,0.393,0.154,0.109,1.866,0.939,0.36,0.255,0.544,0.269,0.104,0.07
41.85,39.65,0.725,0.401,0.155,0.108,1.812,0.959,0.36,0.25,0.506,0.262,0.101,0.068
41.85,39.75,0.919,0.484,0.16,0.108,2.281,1.155,0.371,0.248,0.585,0.293,0.101,0.067
41.85,39.85,0.852,0.455,0.154,0.104,2.124,1.09,0.355,0.238,0.539,0.274,0.097,0.065
41.85,39.95,0.623,0.35,0.139,0.097,1.552,0.838,0.32,0.223,0.416,0.225,0.09,0.063
41.85,40.05,0.578,0.321,0.132,0.093,1.41,0.764,0.304,0.215,0.377,0.207,0.085,0.061
41.85,40.15,0.575,0.315,0.127,0.09,1.396,0.745,0.293,0.209,0.364,0.198,0.082,0.059
41.85,40.25,0.561,0.303,0.12,0.085,1.353,0.711,0.279,0.199,0.346,0.187,0.079,0.057
41.85,40.35,0.533,0.284,0.112,0.08,1.28,0.661,0.256,0.183,0.323,0.174,0.075,0.055
41.85,40.45,0.51,0.266,0.105,0.075,1.216,0.618,0.236,0.169,0.302,0.162,0.07,0.052
41.85,40.55,0.459,0.24,0.095,0.068,1.102,0.56,0.216,0.156,0.279,0.151,0.065,0.049
41.85,40.65,0.433,0.224,0.087,0.063,1.032,0.52,0.201,0.146,0.261,0.142,0.062,0.046
41.85,40.75,0.425,0.216,0.083,0.059,1.006,0.498,0.188,0.136,0.252,0.136,0.059,0.044
41.85,40.85,0.417,0.21,0.079,0.057,0.984,0.481,0.178,0.129,0.244,0.13,0.056,0.042
41.85,40.95,0.407,0.203,0.075,0.054,0.958,0.463,0.17,0.122,0.237,0.125,0.054,0.04
41.85,41.05,0.397,0.195,0.072,0.052,0.931,0.447,0.162,0.116,0.231,0.12,0.05,0.038
41.85,41.15,0.385,0.188,0.068,0.049,0.904,0.431,0.156,0.111,0.227,0.117,0.048,0.036
41.85,41.25,0.374,0.182,0.066,0.047,0.88,0.419,0.15,0.107,0.224,0.115,0.047,0.035
41.85,41.35,0.37,0.18,0.064,0.045,0.871,0.414,0.146,0.104,0.225,0.115,0.046,0.034
41.85,41.45,0.395,0.184,0.062,0.044,0.927,0.422,0.143,0.1,0.236,0.117,0.046,0.034
41.85,41.55,0.411,0.184,0.061,0.043,0.973,0.424,0.14,0.098,0.256,0.121,0.046,0.033
41.85,41.65,0.398,0.187,0.062,0.043,0.946,0.432,0.143,0.098,0.255,0.123,0.046,0.033
41.85,41.75,0.395,0.195,0.065,0.044,0.949,0.451,0.149,0.1,0.261,0.128,0.046,0.033
41.85,41.85,0.437,0.214,0.069,0.045,1.067,0.501,0.157,0.104,0.29,0.138,0.048,0.033
41.85,41.95,0.497,0.25,0.074,0.046,1.239,0.591,0.166,0.106,0.331,0.156,0.049,0.033
41.85,42.05,0.793,0.341,0.077,0.047,1.949,0.809,0.173,0.107,0.518,0.201,0.05,0.033
41.85,42.15,0.89,0.373,0.075,0.046,2.241,0.879,0.17,0.105,0.542,0.211,0.049,0.032
41.85,42.25,0.59,0.274,0.071,0.044,1.493,0.648,0.16,0.102,0.368,0.164,0.047,0.031
41.85,42.35,0.387,0.199,0.065,0.042,0.955,0.466,0.149,0.097,0.266,0.132,0.044,0.03
41.95,36.25,0.225,0.111,0.036,0.023,0.507,0.243,0.081,0.054,0.13,0.066,0.025,0.017
41.95,36.35,0.275,0.134,0.043,0.028,0.626,0.295,0.096,0.063,0.145,0.072,0.027,0.019
41.95,36.45,0.301,0.149,0.048,0.031,0.692,0.328,0.109,0.072,0.155,0.077,0.029,0.021
41.95,36.55,0.31,0.155,0.052,0.033,0.716,0.344,0.116,0.078,0.161,0.08,0.031,0.022
41.95,36.65,0.315,0.159,0.054,0.035,0.729,0.353,0.121,0.081,0.166,0.083,0.032,0.023
41.95,36.75,0.319,0.161,0.056,0.037,0.738,0.36,0.125,0.085,0.17,0.086,0.034,0.024
41.95,36.85,0.321,0.164,0.057,0.038,0.745,0.366,0.129,0.088,0.174,0.089,0.035,0.025
41.95,36.95,0.327,0.168,0.059,0.04,0.76,0.376,0.134,0.091,0.179,0.093,0.037,0.027
41.95,37.05,0.339,0.174,0.062,0.041,0.791,0.394,0.141,0.096,0.186,0.097,0.039,0.028
41.95,37.15,0.347,0.18,0.064,0.043,0.814,0.408,0.147,0.101,0.195,0.102,0.041,0.029
41.95,37.25,0.36,0.189,0.067,0.044,0.851,0.428,0.152,0.104,0.209,0.109,0.043,0.031
41.95,37.35,0.382,0.198,0.069,0.045,0.911,0.449,0.155,0.106,0.229,0.117,0.046,0.033
41.95,37.45,0.419,0.21,0.071,0.047,1.002,0.477,0.16,0.109,0.248,0.125,0.049,0.035
41.95,37.55,0.414,0.212,0.075,0.05,0.988,0.483,0.167,0.114,0.246,0.128,0.052,0.038
41.95,37.65,0.404,0.213,0.078,0.054,0.961,0.487,0.177,0.122,0.243,0.131,0.055,0.039
41.95,37.75,0.418,0.222,0.083,0.057,0.995,0.51,0.191,0.133,0.248,0.136,0.057,0.042
41.95,37.85,0.443,0.236,0.089,0.062,1.064,0.547,0.206,0.145,0.26,0.143,0.06,0.044
41.95,37.95,0.463,0.248,0.094,0.065,1.122,0.578,0.216,0.152,0.276,0.151,0.063,0.046
41.95,38.05,0.498,0.263,0.098,0.068,1.213,0.612,0.224,0.158,0.299,0.16,0.066,0.048
41.95,38.15,0.55,0.279,0.102,0.071,1.34,0.648,0.231,0.163,0.325,0.169,0.069,0.05
41.95,38.25,0.555,0.284,0.105,0.074,1.356,0.664,0.239,0.169,0.331,0.174,0.073,0.053
41.95,38.35,0.512,0.274,0.107,0.076,1.256,0.644,0.245,0.175,0.324,0.177,0.076,0.055
41.95,38.45,0.522,0.28,0.111,0.079,1.277,0.66,0.256,0.183,0.336,0.185,0.079,0.056
41.95,38.55,0.543,0.294,0.117,0.084,1.336,0.699,0.274,0.197,0.355,0.197,0.083,0.059
41.95,38.65,0.647,0.339,0.128,0.09,1.61,0.814,0.301,0.213,0.418,0.223,0.089,0.062
41.95,38.75,0.871,0.425,0.148,0.102,2.174,1.019,0.343,0.234,0.537,0.267,0.099,0.066
41.95,38.85,0.901,0.487,0.181,0.119,2.285,1.187,0.428,0.282,0.575,0.302,0.111,0.073
41.95,38.95,1.12,0.632,0.232,0.142,2.768,1.535,0.557,0.327,0.736,0.376,0.128,0.078
41.95,39.05,1.149,0.676,0.257,0.149,2.875,1.651,0.607,0.345,0.781,0.415,0.142,0.081
41.95,39.15,1.236,0.72,0.283,0.151,3.073,1.745,0.653,0.35,0.834,0.44,0.152,0.083
41.95,39.25,1.128,0.653,0.243,0.145,2.795,1.587,0.579,0.336,0.762,0.399,0.136,0.081
41.95,39.35,0.743,0.43,0.183,0.124,1.864,1.051,0.432,0.295,0.548,0.293,0.114,0.076
41.95,39.45,0.691,0.374,0.156,0.111,1.704,0.899,0.367,0.261,0.498,0.261,0.105,0.071
41.95,39.55,0.72,0.384,0.151,0.107,1.776,0.914,0.349,0.247,0.502,0.256,0.1,0.068
41.95,39.65,0.771,0.415,0.152,0.106,1.908,0.988,0.353,0.244,0.517,0.263,0.098,0.067
41.95,39.75,0.947,0.48,0.154,0.105,2.313,1.134,0.355,0.24,0.604,0.289,0.097,0.065
41.95,39.85,0.682,0.379,0.145,0.1,1.694,0.901,0.33,0.228,0.444,0.235,0.091,0.063
41.95,39.95,0.581,0.324,0.132,0.093,1.427,0.776,0.306,0.216,0.387,0.211,0.086,0.061
41.95,40.05,0.591,0.324,0.13,0.092,1.441,0.77,0.3,0.212,0.378,0.205,0.084,0.06
41.95,40.15,0.652,0.35,0.13,0.091,1.597,0.824,0.299,0.21,0.401,0.21,0.082,0.059
41.95,40.25,0.601,0.328,0.125,0.088,1.472,0.775,0.289,0.204,0.368,0.196,0.079,0.057
41.95,40.35,0.562,0.303,0.118,0.083,1.356,0.708,0.271,0.192,0.34,0.181,0.076,0.055
41.95,40.45,0.539,0.285,0.11,0.079,1.292,0.661,0.251,0.179,0.32,0.169,0.072,0.053
41.95,40.55,0.505,0.262,0.102,0.073,1.208,0.609,0.23,0.165,0.298,0.157,0.067,0.05
41.95,40.65,0.468,0.242,0.093,0.067,1.122,0.564,0.213,0.153,0.277,0.148,0.063,0.047
41.95,40.75,0.444,0.228,0.087,0.062,1.059,0.527,0.199,0.145,0.262,0.14,0.06,0.045
41.95,40.85,0.421,0.215,0.081,0.058,0.999,0.495,0.185,0.134,0.249,0.133,0.057,0.043
41.95,40.95,0.41,0.206,0.077,0.055,0.967,0.473,0.174,0.125,0.24,0.127,0.054,0.041
41.95,41.05,0.4,0.199,0.074,0.053,0.94,0.454,0.165,0.118,0.234,0.122,0.051,0.038
41.95,41.15,0.388,0.191,0.07,0.05,0.912,0.437,0.158,0.113,0.229,0.118,0.049,0.037
41.95,41.25,0.378,0.185,0.067,0.047,0.888,0.424,0.152,0.108,0.226,0.116,0.048,0.036
41.95,41.35,0.377,0.183,0.065,0.046,0.887,0.42,0.148,0.105,0.227,0.116,0.047,0.035
41.95,41.45,0.398,0.187,0.063,0.044,0.937,0.429,0.145,0.102,0.237,0.118,0.047,0.034
41.95,41.55,0.416,0.186,0.062,0.043,0.984,0.429,0.142,0.099,0.257,0.122,0.047,0.034
41.95,41.65,0.415,0.19,0.063,0.043,0.988,0.438,0.145,0.1,0.264,0.126,0.047,0.034
41.95,41.75,0.392,0.195,0.066,0.044,0.942,0.451,0.151,0.103,0.26,0.129,0.047,0.034
41.95,41.85,0.431,0.214,0.071,0.046,1.051,0.499,0.16,0.106,0.289,0.14,0.049,0.034
41.95,41.95,0.501,0.256,0.077,0.048,1.253,0.607,0.173,0.11,0.334,0.16,0.051,0.034
41.95,42.05,0.867,0.393,0.081,0.049,2.165,0.921,0.184,0.112,0.57,0.225,0.053,0.034
41.95,42.15,1.051,0.459,0.08,0.048,2.65,1.096,0.181,0.11,0.633,0.252,0.052,0.034
41.95,42.25,0.652,0.308,0.076,0.047,1.661,0.738,0.17,0.107,0.403,0.18,0.05,0.033
41.95,42.35,0.402,0.21,0.069,0.044,0.997,0.492,0.155,0.102,0.276,0.138,0.046,0.031
42.05,36.25,0.231,0.116,0.038,0.025,0.522,0.254,0.086,0.057,0.134,0.068,0.026,0.018
42.05,36.35,0.29,0.143,0.045,0.029,0.663,0.315,0.104,0.068,0.15,0.075,0.028,0.02
42.05,36.45,0.326,0.161,0.053,0.034,0.756,0.358,0.117,0.078,0.163,0.081,0.031,0.022
42.05,36.55,0.336,0.168,0.056,0.037,0.781,0.376,0.126,0.084,0.17,0.084,0.032,0.023
42.05,36.65,0.342,0.173,0.058,0.039,0.797,0.388,0.133,0.089,0.175,0.088,0.034,0.024
42.05,36.75,0.348,0.177,0.06,0.04,0.81,0.397,0.138,0.093,0.18,0.091,0.036,0.026
42.05,36.85,0.353,0.18,0.063,0.042,0.823,0.405,0.144,0.098,0.185,0.094,0.038,0.027
42.05,36.95,0.363,0.186,0.065,0.043,0.847,0.419,0.15,0.103,0.191,0.098,0.039,0.028
42.05,37.05,0.381,0.196,0.069,0.046,0.888,0.44,0.157,0.107,0.2,0.103,0.041,0.029
42.05,37.15,0.39,0.204,0.073,0.048,0.915,0.458,0.164,0.112,0.21,0.109,0.043,0.031
42.05,37.25,0.411,0.216,0.076,0.05,0.978,0.491,0.171,0.116,0.23,0.117,0.045,0.032
42.05,37.35,0.479,0.239,0.079,0.052,1.163,0.551,0.178,0.119,0.277,0.132,0.048,0.034
42.05,37.45,0.58,0.264,0.081,0.054,1.401,0.605,0.184,0.123,0.328,0.145,0.052,0.037
42.05,37.55,0.537,0.258,0.084,0.056,1.301,0.596,0.192,0.129,0.3,0.145,0.054,0.039
42.05,37.65,0.475,0.247,0.088,0.059,1.149,0.573,0.203,0.138,0.271,0.142,0.057,0.041
42.05,37.75,0.46,0.246,0.092,0.062,1.112,0.571,0.211,0.147,0.267,0.145,0.059,0.043
42.05,37.85,0.484,0.259,0.097,0.066,1.175,0.601,0.221,0.154,0.282,0.152,0.062,0.045
42.05,37.95,0.505,0.271,0.101,0.069,1.234,0.63,0.228,0.159,0.296,0.159,0.065,0.047
42.05,38.05,0.499,0.27,0.102,0.071,1.221,0.628,0.232,0.163,0.298,0.161,0.067,0.048
42.05,38.15,0.49,0.265,0.103,0.072,1.202,0.62,0.233,0.165,0.299,0.163,0.069,0.05
42.05,38.25,0.505,0.268,0.104,0.074,1.232,0.628,0.238,0.169,0.308,0.168,0.072,0.053
42.05,38.35,0.493,0.263,0.106,0.076,1.204,0.619,0.241,0.173,0.312,0.171,0.075,0.054
42.05,38.45,0.496,0.266,0.109,0.078,1.213,0.629,0.25,0.181,0.321,0.178,0.078,0.056
42.05,38.55,0.523,0.285,0.115,0.083,1.287,0.674,0.27,0.195,0.344,0.191,0.081,0.058
42.05,38.65,0.655,0.339,0.129,0.091,1.625,0.814,0.302,0.213,0.421,0.221,0.088,0.061
42.05,38.75,0.834,0.424,0.152,0.105,2.084,1.019,0.355,0.241,0.516,0.264,0.099,0.066
42.05,38.85,0.943,0.524,0.194,0.123,2.385,1.269,0.452,0.291,0.607,0.317,0.113,0.073
42.05,38.95,1.137,0.644,0.235,0.143,2.814,1.563,0.563,0.33,0.755,0.386,0.128,0.078
42.05,39.05,1.142,0.669,0.253,0.148,2.854,1.631,0.599,0.343,0.775,0.41,0.138,0.081
42.05,39.15,1.181,0.684,0.265,0.149,2.928,1.654,0.62,0.345,0.792,0.414,0.144,0.081
42.05,39.25,1.096,0.625,0.231,0.141,2.688,1.515,0.556,0.326,0.728,0.376,0.129,0.079
42.05,39.35,0.688,0.403,0.171,0.118,1.731,0.977,0.409,0.282,0.504,0.274,0.109,0.073
42.05,39.45,0.643,0.354,0.151,0.108,1.592,0.852,0.35,0.251,0.459,0.245,0.1,0.069
42.05,39.55,0.723,0.378,0.147,0.105,1.77,0.897,0.338,0.24,0.49,0.249,0.097,0.067
42.05,39.65,0.782,0.413,0.149,0.104,1.922,0.978,0.342,0.237,0.51,0.257,0.095,0.065
42.05,39.75,0.793,0.417,0.147,0.101,1.946,0.986,0.337,0.232,0.506,0.254,0.093,0.063
42.05,39.85,0.611,0.339,0.135,0.095,1.513,0.81,0.311,0.219,0.404,0.216,0.087,0.061
42.05,39.95,0.555,0.307,0.126,0.089,1.351,0.728,0.293,0.209,0.366,0.2,0.083,0.059
42.05,40.05,0.606,0.328,0.126,0.089,1.48,0.778,0.293,0.207,0.381,0.204,0.082,0.059
42.05,40.15,0.857,0.422,0.132,0.09,2.076,0.976,0.303,0.208,0.517,0.238,0.083,0.058
42.05,40.25,0.756,0.398,0.132,0.09,1.839,0.923,0.301,0.207,0.444,0.222,0.081,0.057
42.05,40.35,0.612,0.335,0.125,0.086,1.505,0.792,0.288,0.201,0.371,0.195,0.077,0.056
42.05,40.45,0.562,0.303,0.116,0.082,1.359,0.709,0.266,0.187,0.337,0.177,0.074,0.054
42.05,40.55,0.535,0.281,0.108,0.077,1.282,0.652,0.244,0.174,0.315,0.164,0.069,0.051
42.05,40.65,0.519,0.265,0.101,0.072,1.238,0.615,0.228,0.162,0.3,0.155,0.065,0.048
42.05,40.75,0.483,0.246,0.093,0.066,1.154,0.572,0.212,0.152,0.28,0.146,0.061,0.046
42.05,40.85,0.442,0.227,0.086,0.061,1.056,0.526,0.197,0.142,0.26,0.136,0.058,0.043
42.05,40.95,0.422,0.214,0.08,0.057,1.001,0.493,0.182,0.131,0.248,0.13,0.055,0.041
42.05,41.05,0.403,0.203,0.076,0.054,0.951,0.465,0.17,0.122,0.238,0.124,0.052,0.039
42.05,41.15,0.392,0.194,0.072,0.051,0.922,0.445,0.161,0.115,0.232,0.12,0.05,0.038
42.05,41.25,0.38,0.187,0.068,0.048,0.893,0.429,0.154,0.11,0.228,0.118,0.049,0.037
42.05,41.35,0.376,0.184,0.066,0.046,0.886,0.423,0.15,0.106,0.228,0.117,0.048,0.036
42.05,41.45,0.39,0.186,0.064,0.045,0.918,0.426,0.147,0.104,0.235,0.119,0.048,0.035
42.05,41.55,0.408,0.185,0.063,0.044,0.966,0.427,0.144,0.101,0.253,0.123,0.047,0.035
42.05,41.65,0.447,0.193,0.064,0.044,1.06,0.446,0.146,0.102,0.281,0.128,0.048,0.034
42.05,41.75,0.402,0.197,0.067,0.045,0.966,0.457,0.153,0.105,0.265,0.131,0.049,0.035
42.05,41.85,0.422,0.214,0.073,0.048,1.03,0.5,0.164,0.109,0.285,0.141,0.05,0.035
42.05,41.95,0.511,0.261,0.079,0.05,1.276,0.619,0.179,0.114,0.34,0.164,0.053,0.036
42.05,42.05,0.884,0.414,0.086,0.052,2.217,0.979,0.195,0.117,0.578,0.238,0.055,0.036
42.05,42.15,1.153,0.53,0.086,0.052,2.934,1.247,0.195,0.116,0.701,0.288,0.055,0.035
42.05,42.25,0.729,0.346,0.081,0.049,1.856,0.832,0.182,0.112,0.44,0.199,0.052,0.034
